Reported_Date,HA,Sex,Classification_Reported,Age_Group_Extract,Case Count
2022-01-21,Vancouver Coastal,F,Lab-diagnosed,70-79,15
2022-01-21,Northern,M,Lab-diagnosed,10-19,16
2022-01-21,Interior,M,Lab-diagnosed,<10,0
2022-01-21,Interior,F,Lab-diagnosed,60-69,25
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,40-49,12
2022-01-21,Interior,F,Lab-diagnosed,90+,5
2022-01-21,Vancouver Island,F,Lab-diagnosed,30-39,30
2022-01-21,Vancouver Coastal,F,Lab-diagnosed,30-39,49
2022-01-21,Interior,F,Lab-diagnosed,70-79,21
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,30-39,15
2022-01-21,Vancouver Island,M,Lab-diagnosed,<10,0
2022-01-21,Vancouver Coastal,F,Lab-diagnosed,80-89,12
2022-01-21,Northern,M,Lab-diagnosed,70-79,1
2022-01-21,Fraser,F,Lab-diagnosed,80-89,16
2022-01-21,Vancouver Island,M,Lab-diagnosed,30-39,15
2022-01-21,Vancouver Island,F,Lab-diagnosed,70-79,5
2022-01-21,Interior,M,Lab-diagnosed,60-69,24
2022-01-21,Vancouver Island,F,Lab-diagnosed,60-69,9
2022-01-21,Northern,M,Lab-diagnosed,30-39,24
2022-01-21,Northern,M,Lab-diagnosed,50-59,16
2022-01-21,Northern,F,Lab-diagnosed,80-89,3
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-01-21,Fraser,M,Lab-diagnosed,20-29,16
2022-01-21,Interior,M,Lab-diagnosed,10-19,12
2022-01-21,Fraser,M,Lab-diagnosed,70-79,16
2022-01-21,Vancouver Coastal,F,Lab-diagnosed,90+,17
2022-01-21,Vancouver Island,M,Lab-diagnosed,10-19,16
2022-01-21,Vancouver Island,M,Lab-diagnosed,50-59,12
2022-01-21,Vancouver Coastal,F,Lab-diagnosed,10-19,20
2022-01-21,Northern,F,Lab-diagnosed,20-29,33
2022-01-21,Northern,F,Lab-diagnosed,70-79,8
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,90+,10
2022-01-21,Vancouver Island,F,Lab-diagnosed,90+,3
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,10-19,18
2022-01-21,Vancouver Island,M,Lab-diagnosed,60-69,13
2022-01-21,Northern,M,Lab-diagnosed,<10,0
2022-01-21,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-01-21,Vancouver Coastal,F,Lab-diagnosed,50-59,23
2022-01-21,Fraser,F,Lab-diagnosed,60-69,24
2022-01-21,Fraser,F,Lab-diagnosed,50-59,54
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,20-29,11
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,60-69,17
2022-01-21,Vancouver Island,U,Lab-diagnosed,20-29,1
2022-01-21,Interior,F,Lab-diagnosed,50-59,33
2022-01-21,Northern,F,Lab-diagnosed,<10,0
2022-01-21,Vancouver Coastal,U,Lab-diagnosed,70-79,1
2022-01-21,Fraser,F,Lab-diagnosed,70-79,11
2022-01-21,Vancouver Island,F,Lab-diagnosed,20-29,20
2022-01-21,Vancouver Island,U,Lab-diagnosed,50-59,3
2022-01-21,Interior,F,Lab-diagnosed,<10,0
2022-01-21,Fraser,F,Lab-diagnosed,20-29,56
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,80-89,15
2022-01-21,Vancouver Coastal,U,Lab-diagnosed,90+,1
2022-01-21,Interior,F,Lab-diagnosed,10-19,10
2022-01-21,Interior,M,Lab-diagnosed,70-79,17
2022-01-21,Northern,F,Lab-diagnosed,60-69,7
2022-01-21,Vancouver Coastal,U,Lab-diagnosed,50-59,2
2022-01-21,Northern,F,Lab-diagnosed,50-59,15
2022-01-21,Fraser,F,Lab-diagnosed,10-19,13
2022-01-21,Vancouver Island,U,Lab-diagnosed,30-39,1
2022-01-21,Vancouver Island,F,Lab-diagnosed,<10,0
2022-01-21,Interior,F,Lab-diagnosed,80-89,15
2022-01-21,Vancouver Island,F,Lab-diagnosed,80-89,7
2022-01-21,Vancouver Coastal,M,Lab-diagnosed,50-59,13
2022-01-21,Out of Canada,M,Lab-diagnosed,50-59,1
2022-01-21,Northern,M,Lab-diagnosed,80-89,1
2022-01-21,Out of Canada,M,Lab-diagnosed,40-49,2
2022-01-21,Vancouver Island,M,Lab-diagnosed,90+,1
2022-01-21,Vancouver Island,U,Lab-diagnosed,40-49,1
2022-01-21,Vancouver Island,M,Lab-diagnosed,70-79,4
2022-01-21,Northern,F,Lab-diagnosed,90+,2
2022-01-21,Interior,M,Lab-diagnosed,90+,3
2022-01-21,Vancouver Island,U,Lab-diagnosed,<10,0
2022-01-21,Vancouver Coastal,U,Lab-diagnosed,60-69,1
2022-01-21,Vancouver Island,U,Lab-diagnosed,90+,1
2022-01-21,Vancouver Coastal,U,Lab-diagnosed,30-39,1
2022-01-21,Vancouver Coastal,U,Lab-diagnosed,40-49,1
2022-01-21,Northern,M,Lab-diagnosed,90+,1
2022-01-22,Northern,F,Lab-diagnosed,40-49,22
2022-01-22,Vancouver Island,M,Lab-diagnosed,50-59,11
2022-01-22,Fraser,M,Lab-diagnosed,20-29,17
2022-01-22,Fraser,M,Lab-diagnosed,80-89,14
2022-01-22,Interior,F,Lab-diagnosed,10-19,11
2022-01-22,Northern,F,Lab-diagnosed,10-19,12
2022-01-22,Northern,M,Lab-diagnosed,20-29,16
2022-01-22,Fraser,F,Lab-diagnosed,50-59,23
2022-01-22,Interior,F,Lab-diagnosed,50-59,27
2022-01-22,Northern,F,Lab-diagnosed,20-29,28
2022-01-22,Fraser,F,Lab-diagnosed,20-29,37
2022-01-22,Fraser,M,Lab-diagnosed,30-39,28
2022-01-22,Vancouver Island,M,Lab-diagnosed,30-39,17
2022-01-22,Fraser,F,Lab-diagnosed,<10,0
2022-01-22,Fraser,M,Lab-diagnosed,<10,0
2022-01-22,Interior,F,Lab-diagnosed,20-29,43
2022-01-22,Fraser,M,Lab-diagnosed,70-79,18
2022-01-22,Fraser,M,Lab-diagnosed,10-19,24
2022-01-22,Interior,F,Lab-diagnosed,30-39,60
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,20-29,5
2022-01-22,Vancouver Island,F,Lab-diagnosed,20-29,24
2022-01-22,Fraser,F,Lab-diagnosed,30-39,58
2022-01-22,Fraser,F,Lab-diagnosed,80-89,18
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,40-49,19
2022-01-22,Vancouver Island,F,Lab-diagnosed,30-39,30
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,80-89,5
2022-01-22,Interior,M,Lab-diagnosed,<10,0
2022-01-22,Fraser,F,Lab-diagnosed,40-49,42
2022-01-22,Interior,M,Lab-diagnosed,20-29,12
2022-01-22,Fraser,M,Lab-diagnosed,60-69,24
2022-01-22,Interior,F,Lab-diagnosed,70-79,13
2022-01-22,Fraser,M,Lab-diagnosed,40-49,37
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,60-69,12
2022-01-22,Northern,M,Lab-diagnosed,50-59,12
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,80-89,5
2022-01-22,Vancouver Island,F,Lab-diagnosed,50-59,14
2022-01-22,Fraser,F,Lab-diagnosed,90+,11
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,50-59,14
2022-01-22,Interior,F,Lab-diagnosed,90+,3
2022-01-22,Interior,M,Lab-diagnosed,60-69,28
2022-01-22,Interior,M,Lab-diagnosed,50-59,11
2022-01-22,Northern,M,Lab-diagnosed,40-49,14
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,10-19,10
2022-01-22,Interior,F,Lab-diagnosed,<10,0
2022-01-22,Northern,M,Lab-diagnosed,<10,0
2022-01-22,Fraser,F,Lab-diagnosed,70-79,15
2022-01-22,Vancouver Island,F,Lab-diagnosed,40-49,26
2022-01-22,Fraser,M,Lab-diagnosed,50-59,27
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,70-79,8
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-01-22,Interior,F,Lab-diagnosed,60-69,20
2022-01-22,Interior,M,Lab-diagnosed,40-49,22
2022-01-22,Interior,M,Lab-diagnosed,80-89,9
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,60-69,12
2022-01-22,Interior,M,Lab-diagnosed,90+,5
2022-01-22,Northern,F,Lab-diagnosed,30-39,30
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,90+,7
2022-01-22,Northern,M,Lab-diagnosed,10-19,15
2022-01-22,Vancouver Island,M,Lab-diagnosed,80-89,1
2022-01-22,Northern,M,Lab-diagnosed,60-69,10
2022-01-22,Vancouver Island,F,Lab-diagnosed,60-69,15
2022-01-22,Northern,M,Lab-diagnosed,30-39,15
2022-01-22,Fraser,F,Lab-diagnosed,60-69,24
2022-01-22,Northern,F,Lab-diagnosed,60-69,11
2022-01-22,Vancouver Island,F,Lab-diagnosed,10-19,7
2022-01-22,Fraser,M,Lab-diagnosed,90+,8
2022-01-22,Vancouver Island,F,Lab-diagnosed,<10,0
2022-01-22,Vancouver Island,M,Lab-diagnosed,40-49,13
2022-01-22,Northern,F,Lab-diagnosed,50-59,14
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,20-29,6
2022-01-22,Interior,M,Lab-diagnosed,30-39,21
2022-01-22,Interior,F,Lab-diagnosed,40-49,39
2022-01-22,Vancouver Island,M,Lab-diagnosed,20-29,11
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,40-49,12
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,30-39,22
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,30-39,13
2022-01-22,Vancouver Island,M,Lab-diagnosed,10-19,8
2022-01-22,Interior,M,Lab-diagnosed,10-19,11
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,10-19,8
2022-01-22,Fraser,F,Lab-diagnosed,10-19,10
2022-01-22,Interior,M,Lab-diagnosed,70-79,10
2022-01-22,Vancouver Island,M,Lab-diagnosed,90+,1
2022-01-22,Vancouver Island,M,Lab-diagnosed,<10,0
2022-01-22,Vancouver Island,M,Lab-diagnosed,70-79,6
2022-01-22,Vancouver Island,F,Lab-diagnosed,70-79,3
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,50-59,15
2022-01-22,Interior,F,Lab-diagnosed,80-89,8
2022-01-22,Vancouver Coastal,F,Lab-diagnosed,70-79,4
2022-01-22,Vancouver Coastal,M,Lab-diagnosed,90+,1
2022-01-22,Northern,F,Lab-diagnosed,80-89,1
2022-01-22,Vancouver Island,U,Lab-diagnosed,40-49,1
2022-01-22,Vancouver Island,F,Lab-diagnosed,90+,1
2022-01-22,Northern,M,Lab-diagnosed,70-79,1
2022-01-22,Vancouver Island,M,Lab-diagnosed,60-69,7
2022-01-22,Northern,F,Lab-diagnosed,<10,0
2022-01-22,Northern,M,Lab-diagnosed,80-89,1
2022-01-22,Vancouver Island,U,Lab-diagnosed,50-59,1
2022-01-22,Vancouver Coastal,U,Lab-diagnosed,30-39,1
2022-01-22,Northern,F,Lab-diagnosed,70-79,2
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,50-59,11
2022-01-23,Vancouver Island,F,Lab-diagnosed,20-29,11
2022-01-23,Fraser,F,Lab-diagnosed,30-39,78
2022-01-23,Interior,F,Lab-diagnosed,20-29,35
2022-01-23,Interior,M,Lab-diagnosed,10-19,12
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,30-39,16
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,70-79,14
2022-01-23,Fraser,M,Lab-diagnosed,30-39,27
2022-01-23,Vancouver Island,M,Lab-diagnosed,70-79,8
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,30-39,25
2022-01-23,Fraser,F,Lab-diagnosed,<10,0
2022-01-23,Fraser,F,Lab-diagnosed,60-69,27
2022-01-23,Fraser,F,Lab-diagnosed,50-59,36
2022-01-23,Interior,M,Lab-diagnosed,80-89,10
2022-01-23,Vancouver Island,M,Lab-diagnosed,50-59,9
2022-01-23,Interior,F,Lab-diagnosed,70-79,4
2022-01-23,Fraser,F,Lab-diagnosed,20-29,41
2022-01-23,Interior,F,Lab-diagnosed,90+,12
2022-01-23,Interior,M,Lab-diagnosed,40-49,18
2022-01-23,Fraser,F,Lab-diagnosed,40-49,67
2022-01-23,Interior,F,Lab-diagnosed,10-19,14
2022-01-23,Northern,F,Lab-diagnosed,30-39,17
2022-01-23,Fraser,M,Lab-diagnosed,40-49,25
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,70-79,11
2022-01-23,Northern,M,Lab-diagnosed,40-49,3
2022-01-23,Vancouver Island,F,Lab-diagnosed,50-59,13
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,80-89,18
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,20-29,13
2022-01-23,Interior,F,Lab-diagnosed,60-69,21
2022-01-23,Fraser,M,Lab-diagnosed,<10,0
2022-01-23,Vancouver Island,M,Lab-diagnosed,30-39,10
2022-01-23,Northern,F,Lab-diagnosed,60-69,7
2022-01-23,Vancouver Island,F,Lab-diagnosed,80-89,7
2022-01-23,Fraser,M,Lab-diagnosed,70-79,22
2022-01-23,Vancouver Island,F,Lab-diagnosed,40-49,17
2022-01-23,Northern,F,Lab-diagnosed,40-49,8
2022-01-23,Fraser,M,Lab-diagnosed,10-19,9
2022-01-23,Interior,M,Lab-diagnosed,<10,0
2022-01-23,Interior,F,Lab-diagnosed,30-39,61
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,80-89,19
2022-01-23,Vancouver Island,F,Lab-diagnosed,90+,2
2022-01-23,Interior,M,Lab-diagnosed,60-69,17
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,40-49,21
2022-01-23,Interior,F,Lab-diagnosed,40-49,34
2022-01-23,Vancouver Island,F,Lab-diagnosed,30-39,26
2022-01-23,Northern,F,Lab-diagnosed,10-19,4
2022-01-23,Interior,F,Lab-diagnosed,<10,0
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,90+,10
2022-01-23,Vancouver Island,M,Lab-diagnosed,80-89,2
2022-01-23,Interior,M,Lab-diagnosed,20-29,15
2022-01-23,Interior,M,Lab-diagnosed,90+,5
2022-01-23,Fraser,M,Lab-diagnosed,20-29,16
2022-01-23,Interior,M,Lab-diagnosed,50-59,17
2022-01-23,Interior,F,Lab-diagnosed,50-59,17
2022-01-23,Northern,M,Lab-diagnosed,20-29,9
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,40-49,15
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-01-23,Fraser,F,Lab-diagnosed,70-79,13
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,60-69,14
2022-01-23,Fraser,M,Lab-diagnosed,50-59,27
2022-01-23,Fraser,F,Lab-diagnosed,80-89,12
2022-01-23,Fraser,M,Lab-diagnosed,60-69,18
2022-01-23,Northern,M,Lab-diagnosed,60-69,2
2022-01-23,Northern,F,Lab-diagnosed,50-59,8
2022-01-23,Northern,M,Lab-diagnosed,30-39,6
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,50-59,15
2022-01-23,Vancouver Island,F,Lab-diagnosed,70-79,5
2022-01-23,Vancouver Island,M,Lab-diagnosed,40-49,11
2022-01-23,Northern,M,Lab-diagnosed,<10,0
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,60-69,17
2022-01-23,Fraser,F,Lab-diagnosed,10-19,7
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,10-19,9
2022-01-23,Vancouver Coastal,F,Lab-diagnosed,10-19,9
2022-01-23,Vancouver Island,M,Lab-diagnosed,10-19,6
2022-01-23,Northern,F,Lab-diagnosed,80-89,1
2022-01-23,Northern,F,Lab-diagnosed,<10,0
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,20-29,14
2022-01-23,Fraser,F,Lab-diagnosed,90+,12
2022-01-23,Interior,M,Lab-diagnosed,30-39,21
2022-01-23,Vancouver Island,M,Lab-diagnosed,20-29,5
2022-01-23,Northern,M,Lab-diagnosed,10-19,5
2022-01-23,Northern,F,Lab-diagnosed,20-29,11
2022-01-23,Interior,M,Lab-diagnosed,70-79,12
2022-01-23,Vancouver Island,M,Lab-diagnosed,60-69,7
2022-01-23,Vancouver Island,F,Lab-diagnosed,60-69,6
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-01-23,Vancouver Island,F,Lab-diagnosed,<10,0
2022-01-23,Northern,M,Lab-diagnosed,80-89,1
2022-01-23,Vancouver Island,F,Lab-diagnosed,10-19,2
2022-01-23,Interior,F,Lab-diagnosed,80-89,4
2022-01-23,Vancouver Coastal,M,Lab-diagnosed,90+,7
2022-01-23,Northern,M,Lab-diagnosed,70-79,2
2022-01-23,Northern,M,Lab-diagnosed,50-59,3
2022-01-23,Vancouver Island,M,Lab-diagnosed,<10,0
2022-01-23,Northern,F,Lab-diagnosed,90+,1
2022-01-23,Vancouver Island,M,Lab-diagnosed,90+,3
2022-01-23,Fraser,U,Lab-diagnosed,20-29,1
2022-01-23,Fraser,M,Lab-diagnosed,80-89,6
2022-01-23,Northern,F,Lab-diagnosed,70-79,1
2022-01-23,Vancouver Island,U,Lab-diagnosed,30-39,1
2022-01-23,Fraser,M,Lab-diagnosed,90+,2
2022-01-23,Vancouver Coastal,U,Lab-diagnosed,10-19,1
2022-01-23,Vancouver Island,U,Lab-diagnosed,40-49,1
2022-01-23,Vancouver Coastal,U,Lab-diagnosed,30-39,1
2022-01-24,Fraser,M,Lab-diagnosed,40-49,31
2022-01-24,Interior,F,Lab-diagnosed,30-39,46
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,10-19,5
2022-01-24,Fraser,M,Lab-diagnosed,20-29,12
2022-01-24,Vancouver Island,F,Lab-diagnosed,20-29,12
2022-01-24,Fraser,F,Lab-diagnosed,<10,0
2022-01-24,Fraser,M,Lab-diagnosed,<10,0
2022-01-24,Vancouver Island,F,Lab-diagnosed,60-69,5
2022-01-24,Fraser,F,Lab-diagnosed,20-29,36
2022-01-24,Interior,M,Lab-diagnosed,10-19,10
2022-01-24,Northern,M,Lab-diagnosed,40-49,16
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,90+,15
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,30-39,25
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-01-24,Northern,F,Lab-diagnosed,20-29,28
2022-01-24,Northern,M,Lab-diagnosed,20-29,19
2022-01-24,Vancouver Island,M,Lab-diagnosed,90+,6
2022-01-24,Northern,M,Lab-diagnosed,30-39,25
2022-01-24,Interior,F,Lab-diagnosed,40-49,39
2022-01-24,Northern,F,Lab-diagnosed,30-39,22
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,60-69,9
2022-01-24,Interior,F,Lab-diagnosed,90+,3
2022-01-24,Northern,F,Lab-diagnosed,10-19,12
2022-01-24,Fraser,M,Lab-diagnosed,30-39,24
2022-01-24,Fraser,F,Lab-diagnosed,30-39,60
2022-01-24,Interior,F,Lab-diagnosed,10-19,13
2022-01-24,Fraser,M,Lab-diagnosed,80-89,12
2022-01-24,Interior,M,Lab-diagnosed,30-39,18
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,80-89,13
2022-01-24,Vancouver Island,M,Lab-diagnosed,<10,0
2022-01-24,Vancouver Island,F,Lab-diagnosed,30-39,25
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,30-39,10
2022-01-24,Interior,M,Lab-diagnosed,40-49,16
2022-01-24,Vancouver Island,F,Lab-diagnosed,<10,0
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,90+,8
2022-01-24,Fraser,F,Lab-diagnosed,40-49,38
2022-01-24,Fraser,M,Lab-diagnosed,10-19,7
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,10-19,6
2022-01-24,Northern,F,Lab-diagnosed,40-49,22
2022-01-24,Interior,F,Lab-diagnosed,<10,0
2022-01-24,Vancouver Island,U,Lab-diagnosed,40-49,8
2022-01-24,Vancouver Island,F,Lab-diagnosed,40-49,24
2022-01-24,Northern,F,Lab-diagnosed,50-59,11
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,20-29,13
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,50-59,9
2022-01-24,Northern,M,Lab-diagnosed,60-69,7
2022-01-24,Interior,M,Lab-diagnosed,20-29,8
2022-01-24,Fraser,F,Lab-diagnosed,80-89,11
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,70-79,11
2022-01-24,Vancouver Island,M,Lab-diagnosed,40-49,10
2022-01-24,Northern,F,Lab-diagnosed,<10,0
2022-01-24,Vancouver Island,M,Lab-diagnosed,30-39,12
2022-01-24,Vancouver Island,M,Lab-diagnosed,60-69,5
2022-01-24,Interior,F,Lab-diagnosed,20-29,31
2022-01-24,Vancouver Island,F,Lab-diagnosed,50-59,10
2022-01-24,Fraser,M,Lab-diagnosed,90+,10
2022-01-24,Fraser,M,Lab-diagnosed,60-69,9
2022-01-24,Interior,M,Lab-diagnosed,70-79,15
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,50-59,11
2022-01-24,Northern,M,Lab-diagnosed,10-19,8
2022-01-24,Fraser,M,Lab-diagnosed,70-79,11
2022-01-24,Interior,M,Lab-diagnosed,80-89,5
2022-01-24,Northern,F,Lab-diagnosed,60-69,5
2022-01-24,Interior,M,Lab-diagnosed,<10,0
2022-01-24,Vancouver Island,U,Lab-diagnosed,70-79,2
2022-01-24,Fraser,F,Lab-diagnosed,10-19,5
2022-01-24,Interior,F,Lab-diagnosed,60-69,12
2022-01-24,Fraser,F,Lab-diagnosed,70-79,13
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,40-49,19
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,60-69,10
2022-01-24,Fraser,F,Lab-diagnosed,90+,7
2022-01-24,Northern,M,Lab-diagnosed,<10,0
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,70-79,13
2022-01-24,Vancouver Coastal,U,Lab-diagnosed,30-39,1
2022-01-24,Fraser,F,Lab-diagnosed,60-69,18
2022-01-24,Vancouver Island,M,Lab-diagnosed,20-29,8
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,40-49,13
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,80-89,18
2022-01-24,Fraser,M,Lab-diagnosed,50-59,13
2022-01-24,Northern,M,Lab-diagnosed,50-59,16
2022-01-24,Fraser,F,Lab-diagnosed,50-59,25
2022-01-24,Vancouver Island,M,Lab-diagnosed,50-59,6
2022-01-24,Vancouver Island,M,Lab-diagnosed,70-79,3
2022-01-24,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-01-24,Vancouver Coastal,M,Lab-diagnosed,20-29,8
2022-01-24,Interior,F,Lab-diagnosed,50-59,9
2022-01-24,Interior,F,Lab-diagnosed,80-89,7
2022-01-24,Interior,M,Lab-diagnosed,90+,5
2022-01-24,Vancouver Coastal,U,Lab-diagnosed,40-49,1
2022-01-24,Vancouver Island,F,Lab-diagnosed,10-19,2
2022-01-24,Vancouver Island,U,Lab-diagnosed,30-39,7
2022-01-24,Interior,M,Lab-diagnosed,50-59,10
2022-01-24,Vancouver Island,F,Lab-diagnosed,80-89,4
2022-01-24,Vancouver Island,M,Lab-diagnosed,80-89,2
2022-01-24,Interior,F,Lab-diagnosed,70-79,8
2022-01-24,Northern,M,Lab-diagnosed,70-79,2
2022-01-24,Interior,M,Lab-diagnosed,60-69,8
2022-01-24,Vancouver Island,F,Lab-diagnosed,90+,2
2022-01-24,Vancouver Island,U,Lab-diagnosed,50-59,2
2022-01-24,Vancouver Island,M,Lab-diagnosed,10-19,4
2022-01-24,Vancouver Island,U,Lab-diagnosed,60-69,2
2022-01-24,Northern,F,Lab-diagnosed,90+,1
2022-01-24,Vancouver Island,F,Lab-diagnosed,70-79,1
2022-01-24,Northern,F,Lab-diagnosed,70-79,1
2022-01-25,Interior,F,Lab-diagnosed,<10,0
2022-01-25,Fraser,F,Lab-diagnosed,60-69,31
2022-01-25,Vancouver Island,M,Lab-diagnosed,40-49,15
2022-01-25,Vancouver Island,F,Lab-diagnosed,30-39,35
2022-01-25,Northern,M,Lab-diagnosed,10-19,11
2022-01-25,Northern,F,Lab-diagnosed,30-39,40
2022-01-25,Fraser,F,Lab-diagnosed,80-89,21
2022-01-25,Fraser,F,Lab-diagnosed,50-59,37
2022-01-25,Fraser,F,Lab-diagnosed,40-49,65
2022-01-25,Northern,F,Lab-diagnosed,70-79,10
2022-01-25,Vancouver Island,F,Lab-diagnosed,50-59,21
2022-01-25,Interior,M,Lab-diagnosed,80-89,11
2022-01-25,Interior,F,Lab-diagnosed,20-29,59
2022-01-25,Northern,M,Lab-diagnosed,30-39,18
2022-01-25,Vancouver Coastal,F,Lab-diagnosed,<10,0
2022-01-25,Interior,M,Lab-diagnosed,60-69,14
2022-01-25,Interior,F,Lab-diagnosed,90+,3
2022-01-25,Interior,M,Lab-diagnosed,50-59,18
2022-01-25,Interior,F,Lab-diagnosed,50-59,40
2022-01-25,Fraser,M,Lab-diagnosed,60-69,24
2022-01-25,Interior,F,Lab-diagnosed,30-39,77
2022-01-25,Interior,M,Lab-diagnosed,10-19,13
2022-01-25,Interior,M,Lab-diagnosed,20-29,23
2022-01-25,Fraser,F,Lab-diagnosed,20-29,52
2022-01-25,Vancouver Island,M,Lab-diagnosed,50-59,11
2022-01-25,Interior,F,Lab-diagnosed,60-69,29
2022-01-25,Fraser,M,Lab-diagnosed,50-59,29
2022-01-25,Interior,F,Lab-diagnosed,10-19,27
2022-01-25,Northern,F,Lab-diagnosed,<10,0
2022-01-25,Northern,F,Lab-diagnosed,60-69,10
2022-01-25,Vancouver Island,M,Lab-diagnosed,60-69,9
2022-01-25,Interior,M,Lab-diagnosed,70-79,18
2022-01-25,Vancouver Coastal,F,Lab-diagnosed,40-49,30
2022-01-25,Fraser,M,Lab-diagnosed,10-19,24
2022-01-25,Vancouver Coastal,F,Lab-diagnosed,30-39,42
2022-01-25,Fraser,M,Lab-diagnosed,80-89,21
2022-01-25,Northern,F,Lab-diagnosed,50-59,15
2022-01-25,Interior,M,Lab-diagnosed,30-39,40
2022-01-25,Interior,M,Lab-diagnosed,<10,0
2022-01-25,Northern,F,Lab-diagnosed,40-49,19
2022-01-25,Fraser,F,Lab-diagnosed,90+,12
2022-01-25,Fraser,F,Lab-diagnosed,30-39,81
2022-01-25,Interior,F,Lab-diagnosed,80-89,6
2022-01-25,Vancouver Coastal,F,Lab-diagnosed,20-29,20
2022-01-25,Vancouver Island,F,Lab-diagnosed,80-89,5
2022-01-25,Vancouver Island,M,Lab-diagnosed,70-79,5
2022-01-25,Fraser,M,Lab-diagnosed,<10,0
2022-01-25,Fraser,M,Lab-diagnosed,30-39,30
2022-01-25,Fraser,M,Lab-diagnosed,40-49,27
2022-01-25,Interior,F,Lab-diagnosed,40-49,69
2022-01-25,Fraser,F,Lab-diagnosed,70-79,13
2022-01-25,Vancouver Coastal,F,Lab-diagnosed,60-69,14
2022-01-25,Fraser,F,Lab-diagnosed,10-19,13
2022-01-25,Northern,M,Lab-diagnosed,40-49,11
2022-01-25,Vancouver Coastal,M,Lab-diagnosed,70-79,20
2022-01-25,Vancouver Coastal,M,Lab-diagnosed,<10,0
2022-01-25,Vancouver Coastal,M,Lab-diagnosed,10-19,8
2022-01-25,Vancouver Island,F,Lab-diagnosed,40-49,35
2022-01-25,Vancouver Coastal,M,Lab-diagnosed,20-29,11
2022-01-25,Vancouver Coastal,M,Lab-diagnosed,30-39,18
2022-01-25,Vancouver Coastal,F,Lab-diagnosed,10-19,10
